selected_count,valid_count,precision,avg_return,avg_net_return,median_return,hit_count,fallback_count,days_with_signals,threshold_up,threshold_down,threshold_risk,weight_up,weight_down,weight_risk,coverage_rate,total_days,fallback_min_passed_ratio,weighted_score
121,120,0.20833333333333334,0.00024928077909245244,-0.0017507192209075483,-0.0006134969325153339,25,120,120,0.21,0.52,0.35,1.0,0.5,0.4,1.0,120,0.45,0.3036414509003944
121,120,0.20833333333333334,0.00024928077909245244,-0.0017507192209075483,-0.0006134969325153339,25,120,120,0.21,0.52,0.35,1.0,0.5,0.4,1.0,120,0.5,0.3036414509003944
121,120,0.20833333333333334,0.00024928077909245244,-0.0017507192209075483,-0.0006134969325153339,25,120,120,0.21,0.52,0.4,1.0,0.5,0.4,1.0,120,0.4,0.3036414509003944
121,120,0.20833333333333334,0.00024928077909245244,-0.0017507192209075483,-0.0006134969325153339,25,120,120,0.21,0.52,0.4,1.0,0.5,0.4,1.0,120,0.45,0.3036414509003944
121,120,0.20833333333333334,0.00024928077909245244,-0.0017507192209075483,-0.0006134969325153339,25,120,120,0.21,0.52,0.4,1.0,0.5,0.4,1.0,120,0.5,0.3036414509003944
121,120,0.20833333333333334,0.00024928077909245244,-0.0017507192209075483,-0.0006134969325153339,25,120,120,0.21,0.52,0.45,1.0,0.5,0.4,1.0,120,0.4,0.3036414509003944
121,120,0.20833333333333334,0.00024928077909245244,-0.0017507192209075483,-0.0006134969325153339,25,120,120,0.21,0.52,0.45,1.0,0.5,0.4,1.0,120,0.45,0.3036414509003944
121,120,0.20833333333333334,0.00024928077909245244,-0.0017507192209075483,-0.0006134969325153339,25,120,120,0.21,0.52,0.45,1.0,0.5,0.4,1.0,120,0.5,0.3036414509003944
126,125,0.208,0.0004669025714671058,-0.0015330974285328951,-0.0006134969325153339,26,120,120,0.2,0.48,0.35,1.0,0.5,0.4,1.0,120,0.4,0.30354007077144013
126,125,0.208,0.0004669025714671058,-0.0015330974285328951,-0.0006134969325153339,26,120,120,0.2,0.48,0.35,1.0,0.5,0.4,1.0,120,0.45,0.30354007077144013
